Name of Institution,Street Address,City,ZIP Code,County,Georeference
Reliant Community Credit Union,870 Holt Road,Webster,14580,Monroe,POINT (-77.446621 43.216804)
"Key Bank, National Association",2315 North Triphammer Road,Ithaca,14850,Tompkins,POINT (-76.485589 42.48356)
Manufacturers and Traders Trust Company,2220 Forest Avenue,Staten Island,10303,Richmond,POINT (-74.163338 40.626804)
People's United Bank,2065 Wading River Manor Road,Wading River,11792,Suffolk,POINT (-72.842323 40.945527)
Bank of America N.A. GA1-006-15-40,89-01 Queens Boulevard,Elmhurst,11373,Queens,POINT (-73.873936 40.734749)
Bank of America N.A. GA1-006-15-40,505 White Plains Road,Tarrytown,10591,Westchester,POINT (-73.841048 41.063637)
Valley National Bank,159 Eighth Avenue,New York,10011,New York,POINT (-74.000697 40.742252)
Sterling National Bank of New York,44 Cedar Swamp Road,Glen Cove,11542,Nassau,POINT (-73.619629 40.855608)
Bank of America N.A. GA1-006-15-40,1143 Lexington Avenue,New York,10021,New York,POINT (-73.958728 40.775187)
Amalgamated Bank,1212 Fulton Street,Brooklyn,11216,Kings,POINT (-73.952049 40.680525)
"Capital One, N.A.",3517 Johnson Avenue,Bronx,10463,Bronx,POINT (-73.909757 40.886371)
"Key Bank, National Association",2030 Sheridan Drive,Tonawanda,14223,Erie,POINT (-78.858598 42.980967)
"NBT Bank, National Association",225 Guideboard Road,Half Moon,12065,Saratoga,POINT (-73.741187 42.838053)
"NBT Bank, National Association",1001 James Street,Syracuse,13203,Onondaga,POINT (-76.134056 43.059431)
Ballston Spa National Bank,13 MAPLE ROAD,VOORHEESVILLE,12186,Albany,POINT (-73.92292 42.649418)
Santander Bank,301 Avenue U,Brooklyn,11223,Kings,POINT (-73.97285 40.597018)
School Employees of CNY Federal Credit Union,524 E. Genesee Street,Chittenango,13037,Madison,
TD Bank N.A.,2195 Flatbush Avenue,Brooklyn,11234,Kings,POINT (-73.930172 40.616532)
New York Community Bank,2225 JERICHO TURNPIKE,COMMACK,11725,Suffolk,POINT (-73.291125 40.842693)
The Bank of Greene County,81 Mill Hill Road,Woodstock,12498,Ulster,POINT (-74.113129 42.038397)
"JPMorgan Chase Bank, National Association","256 Plaza Road, Kingston Plaza",Kingston,12401,Ulster,POINT (-74.018182 41.93688)
Bank of America N.A. GA1-006-15-40,1 East Avenue,Rochester,14638,Monroe,POINT (-77.603956 43.157458)
Pathfinder Bank,34 East Bridge Street,Oswego,13126,Oswego,POINT (-76.507491 43.457664)
Citibank N. A.,3454 Jerome Avenue,Bronx,10467,Bronx,POINT (-73.882434 40.881626)
Dannemora Federal Credit Union,50 State Road,Dannemora,12929,Clinton,POINT (-74.283728 44.840943)
TD Bank N.A.,148 Fordham Road,Bronx,10468,Bronx,POINT (-73.897761 40.862411)
Northfield Bank,4142 HYLAN BLVD,STATEN ISLAND,10308,Richmond,POINT (-74.148874 40.538836)
New York Community Bank,133-11 20TH AVENUE,COLLEGE POINT,11356,Queens,POINT (-73.836428 40.781668)
Five Star Bank,166 West Main Street,Honeoye Falls,14472,Monroe,POINT (-77.603424 42.948989)
Manufacturers and Traders Trust Company,2968 Delaware Avenue,Kenmore,14217,Erie,POINT (-78.870316 42.96513)
"JPMorgan Chase Bank, National Association",109 Delancy Street,New York,10002,New York,POINT (-73.988526 40.718541)
Wells Fargo ATM,3 Pleasantville Road,Ossining,10562,Westchester,POINT (-73.849134 41.166421)
Wells Fargo ATM,276 BOWERY,NEW YORK,10012,New York,POINT (-73.992818 40.723758)
"NBT Bank, National Association",733 State Highway 28,Oneonta,13820,Otsego,POINT (-75.054504 42.446612)
"Community Bank, N.A.",240 South Hamilton Street,Painted Post,14870,Steuben,POINT (-77.106254 42.151391)
"JPMorgan Chase Bank, National Association",57-27 Main Street,Flushing,11355,Queens,POINT (-73.826044 40.74577)
Citibank N. A.,100 William Street,New York,10038,New York,POINT (-74.007668 40.708325)
"Capital One, N.A.",2159 White Plains Road,Bronx,10462,Bronx,POINT (-73.867691 40.855403)
Bank of America N.A. GA1-006-15-40,"67 Middlebush Road, Route 9",Wappingers Falls,12590,Dutchess,POINT (-73.908436 41.588597)
Manufacturers and Traders Trust Company,1024 Union Road,West Seneca,14224,Erie,POINT (-78.753476 42.827394)
Citizens Bank,7941 Brewerton Road,Cicero,13039,Onondaga,POINT (-76.123139 43.154865)
"Capital One, N.A.",277 Broadway,New York,10007,New York,POINT (-74.006197 40.714308)
"JPMorgan Chase Bank, National Association",349 Fifth Avenue,New York,10016,New York,POINT (-73.984733 40.748197)
Chemung Canal Trust Company,318 North Franklin Street,Watkins Glen,14891,Schuyler,POINT (-76.873594 42.380833)
Wells Fargo ATM,459 12th Avenue,New York,10018,New York,POINT (-74.002255 40.760887)
ESL Federal Credit Union,518 East Ridge Road,Rochester,14621,Monroe,POINT (-77.60428 43.195488)
"Berkshire Bank, The",1421 Kings Highway,Brooklyn,11229,Kings,POINT (-73.958367 40.608719)
Investors Bank,2200 Richmond Avenue,Staten Island,10314,Richmond,POINT (-74.16257 40.59338)
WSB Municipal Bank,Boldt Castle,Alexandria Bay,13607,Jefferson,
Champlain National Bank,2687 Main Street,Crown Point,12928,Essex,POINT (-73.42235 43.950583)
"JPMorgan Chase Bank, National Association",941 Lexington Avenue,New York,10065,New York,POINT (-73.963303 40.768896)
Citibank N. A.,80 Broad Street,New York,10004,New York,POINT (-74.01156 40.704299)
Dime Community Bank,481 Montauk Highway,East Moriches,11940,Suffolk,POINT (-72.761578 40.804616)
Bank of America N.A. GA1-006-15-40,185 Wheeler Road,Central Islip,11722,Suffolk,POINT (-73.212344 40.802573)
Citibank N. A.,255 Broadway,Hicksville,11801,Nassau,
"JPMorgan Chase Bank, National Association",510 Park Avenue,New York,10022,New York,POINT (-73.969602 40.763376)
Five Star Bank,60 West Main Street,Allegany,14706,Cattaraugus,POINT (-78.496004 42.091194)
"JPMorgan Chase Bank, National Association",4323 18th,Brooklyn,11218,Kings,POINT (-73.976294 40.631155)
"Key Bank, National Association",41 Kellogg Road,New Hartford,13413,Oneida,POINT (-75.277685 43.054988)
"JPMorgan Chase Bank, National Association",21 Spring Street,Ossining,10562,Westchester,POINT (-73.863643 41.160507)
"Key Bank, National Association",300 Pearl Street,Buffalo,14202,Erie,POINT (-78.874966 42.887616)
Lake Shore Savings Bank,4433 Main Street,Buffalo,14226,Erie,POINT (-78.785707 42.963517)
USNY Bank,100 Main Street,Penn Yan,14527,Yates,POINT (-77.053749 42.661103)
Evans National Bank,1075 Ridge Road East,Webster,14580,Monroe,POINT (-77.449921 43.210061)
TEG Federal Credit Union,"16 North Plank Road, Suite 101",Newburgh,12550,Orange,POINT (-74.024212 41.520858)
TD Bank N.A.,275 South Main Street (New City),Clarkstown,10956,Rockland,POINT (-73.9908 41.138002)
"JPMorgan Chase Bank, National Association",17562 Hillside Avenue,Jamaica,11432,Queens,POINT (-73.785866 40.712113)
Wayne Bank,314 Main Street,Andes,13731,Delaware,
"Capital One, N.A.",151 East Fordham Road,Bronx,10468,Bronx,POINT (-73.897834 40.862402)
Santander Bank,1290 Avenue of the Americas,New York,10019,New York,POINT (-73.9812 40.75882)
New York National Bank,4211 Broadway,New York,10033,New York,POINT (-73.937417 40.848628)
Mid-Hudson Valley Federal Credit Union,185 BROADWAY (ROUTE 9W),PORT EWEN,12466,Ulster,POINT (-73.976403 41.906227)
"HSBC Bank USA, National Association",252 West 57th Street,New York,10107,New York,POINT (-73.982949 40.766765)
"Capital One, N.A.",2100 Middle Country Road,Centereach,11720,Suffolk,POINT (-73.085249 40.858375)
"Berkshire Bank (Pittsfield, MA)",50 Auert Avenue,Utica,13502,Oneida,POINT (-75.208252 43.115197)
"JPMorgan Chase Bank, National Association",700 Clocktower Commons,Brewster,10509,Putnam,POINT (-73.57339 41.420248)
"Commerce Bank, N.A.",735 Anderson Hill Road,Purchase,10577,Westchester,POINT (-73.696401 41.038869)
Manufacturers and Traders Trust Company,28 East Main Street,Rochester,14614,Monroe,POINT (-77.611567 43.155926)
Trustco Bank N.A. CTF,1 Sarnowski Drive,Glenville,12302,Schenectady,POINT (-73.93417 42.836051)
People's United Bank,14 South Moger Avenue,Mount Kisco,10549,Westchester,POINT (-73.728494 41.208018)
"JPMorgan Chase Bank, National Association",82 Seventh Street,Garden City,11530,Nassau,POINT (-73.637662 40.724507)
"Key Bank, National Association",59 Route 59,Suffern,10901,Rockland,POINT (-74.129895 41.11255)
TD Bank N.A.,281 West 230th Street,Bronx,10463,Bronx,POINT (-73.909391 40.87927)
Bank of America N.A. GA1-006-15-40,5345 West Genessee Street,Camillius,13031,Onondaga,
Chemung Canal Trust Company,1365 New Scotland Road,Slingerlands,12159,Albany,POINT (-73.856241 42.637267)
Five Star Bank,765 Calkins Road,Rochester,14623,Monroe,POINT (-77.611225 43.068684)
Bethpage Federal Credit Union,405 Nassau Road,Roosevelt,11575,Nassau,POINT (-73.591812 40.682561)
CFCU Community Credit Union,99 Sheraton Drive,Ithaca,14850,Tompkins,POINT (-76.478934 42.478259)
Investors Bank,8724 4th Avenue,Brooklyn,11209,Kings,POINT (-74.028863 40.621551)
"JPMorgan Chase Bank, National Association",37-15 82nd Street.,Queens,11372,Queens,POINT (-73.884227 40.749233)
Citibank N. A.,111 Eighth Avenue,New York,10011,New York,POINT (-74.001675 40.740886)
"JPMorgan Chase Bank, National Association",155 Water Street,New York,10038,New York,POINT (-74.006268 40.705968)
Manufacturers and Traders Trust Company,7538 Oswego Road,Liverpool,13090,Onondaga,POINT (-76.223667 43.135167)
Trustco Bank N.A. CTF,238 West Bridge Street -- Route 9W,Catskill,12414,Greene,POINT (-73.88076 42.214653)
"NBT Bank, National Association",209 LAKE FLOWER AVENUE,SARANAC LAKE,12983,Essex,POINT (-74.122402 44.322989)
Trustco Bank N.A. CTF,220 East Hartsdale Avenue,Hartsdale,10530,Westchester,POINT (-73.796125 41.011456)
"Capital One, N.A.",144 Manetto Hill Road,Plainview,11803,Nassau,POINT (-73.472947 40.783749)
Manufacturers and Traders Trust Company,1838 EMPIRE BOULEVARD,WEBSTER,14580,Monroe,POINT (-77.504465 43.188831)
Valley National Bank,450 Broadway,New York,10013,New York,POINT (-74.000919 40.720517)
First Source Federal Credit Union,1634 Genesee Street,Utica,13502,Oneida,POINT (-75.254836 43.089812)
Visions Federal Credit Union,206 Main Street,Windsor,13865,Broome,POINT (-75.640992 42.083362)
Citibank N. A.,1042 Madison Avenue,New York,10075,New York,POINT (-73.96188 40.776651)
Five Star Bank,12209 Route 16,Yorkshire,14173,Cattaraugus,
"Community Bank, N.A.",44 West Main Street,Fillmore,14735,Allegany,POINT (-78.113371 42.465954)
Tioga State Bank,1250 Vestal Parkway East,Vestal,13850,Broome,POINT (-76.029324 42.092001)
AmeriCU Credit Union,7394 Utica Boulevard,Lowville,13367,Lewis,POINT (-75.484052 43.778028)
"NBT Bank, National Association",20 Mohawk Street,Canajoharie,13317,Montogomery,POINT (-74.572928 42.905414)
Wells Fargo ATM,138 CLINTON STREET,NEW YORK,10002,New York,POINT (-73.985912 40.717591)
"JPMorgan Chase Bank, National Association",45 Quaker Ridge Road,New Rochelle,10804,Westchester,POINT (-73.794262 40.948247)
"JPMorgan Chase Bank, National Association",340 Avenue of the Americas,New York,10011,New York,POINT (-74.000866 40.731832)
"Capital One, N.A.",290 Main Street,Islip,11751,Suffolk,POINT (-73.218545 40.72803)
Visions Federal Credit Union,5788 E. Circle Drive,Cicero,13039,Onondaga,POINT (-76.118907 43.147442)
Bank of America N.A. GA1-006-15-40,River Avenue,Bronx,10451,Bronx,
Ridgewood Savings Bank,1770 East Gunhill Road,Bronx,10469,Bronx,POINT (-73.834211 40.864076)
"Capital One, N.A.",124 West Main Street,Babylon,11702,Suffolk,POINT (-73.325326 40.695947)
Dime Community Bank,2 Bay Street,Sag Harbor,11963,Suffolk,POINT (-72.29456 41.00203)
"JPMorgan Chase Bank, National Association",1380 Fulton Avenue,Brooklyn,11216,Kings,POINT (-73.945592 40.680179)
"Capital One, N.A.",5100 Sunrise Highway,Massapequa Park,11762,Nassau,POINT (-73.444641 40.678006)
Bank of America N.A. GA1-006-15-40,10 Fountain Plaza,Buffalo,14202,Erie,POINT (-78.87433 42.888807)
Citibank N. A.,5660 Broadway,Bronx,10463,Bronx,POINT (-73.903096 40.881097)
First Choice Financial FCU,Walmart Super Center,Gloversville,12078,Fulton,
Bank of America N.A. GA1-006-15-40,1 Old Westbury Road,Roslyn Heights,11577,Nassau,POINT (-73.627504 40.784936)
"Berkshire Bank (Pittsfield, MA)",8491 Seneca Turnpike,New Hartford,13413,Oneida,POINT (-75.320784 43.080915)
Investors Bank,690 Route 25A,Setauket,11733,Suffolk,POINT (-73.08541 40.945455)
"Capital One, N.A.",1620 Avenue U,Brooklyn,11229,Kings,POINT (-73.954743 40.599023)
Valley National Bank,71 West 47th Street,New York,10036,New York,POINT (-73.98141 40.757858)
Canandaigua National Corporation,17 Chapin Street,Canandaigua,14424,Ontario,POINT (-77.282109 42.886564)
TD Bank N.A.,475 Port Washington Boulevard,Port Washington,11050,Nassau,POINT (-73.681717 40.822863)
"Key Bank, National Association",32 Jordan Street,Skaneateles,13152,Onondaga,POINT (-76.429581 42.947509)
Canandaigua National Corporation,99 West Main Street,Honeoye Falls,14472,Monroe,POINT (-77.598773 42.949923)
Citibank N. A.,36 Avenue C,New York,10009,New York,POINT (-73.980506 40.721795)
"JPMorgan Chase Bank, National Association",2754 Hylan Boulevard,Staten Island,10306,Richmond,POINT (-74.114752 40.56543)
"HSBC Bank USA, National Association",156-02 Agular Avenue,Flushing,11367,Queens,POINT (-73.812974 40.728099)
"Capital One, N.A.",1383 Deer Park Avenue,North Babylon,11703,Suffolk,POINT (-73.322406 40.744224)
"Westchester Bank, The",464 Mamaroneck Avenue,White Plains,10605,Westchester,POINT (-73.760188 41.022869)
Fulton Savings Bank,3069 East Avenue,Central Square,13036,Oswego,POINT (-76.13333 43.287239)
TD Bank N.A.,38-19 Main Street,Flushing,11354,Queens,POINT (-73.830496 40.760283)
Genesee Regional Bank,3380 Monroe Avenue,Rochester,14618,Monroe,POINT (-77.537269 43.101801)
"Key Bank, National Association",241 SARATOGA ROAD,GLENVILLE,12302,Schenectady,POINT (-73.932751 42.867933)
"JPMorgan Chase Bank, National Association",3804 Nostrand Avenue,Brooklyn,11235,Kings,POINT (-73.940171 40.591218)
Citibank N. A.,200 Varick Street,New York,10014,New York,POINT (-74.005349 40.728324)
"JPMorgan Chase Bank, National Association",535 East Boston Post Road,Mamaroneck,10543,Westchester,POINT (-73.728804 40.951244)
Bank of America N.A. GA1-006-15-40,10726 Continental Avenue,Forest Hills,11375,Queens,POINT (-73.844353 40.720855)
Trustco Bank N.A. CTF,20 Squadron Boulevard,New City,10956,Rockland,POINT (-73.983229 41.157516)
Jeff Bank,155 Kirk Road,Narrowsburg,12764,Sullivan,POINT (-75.056255 41.613507)
Olean Area Federal Credit Union,206 NORTH CLARK STREET,OLEAN,14760,Cattaraugus,POINT (-78.403211 42.074489)
Emigrant Savings Bank - Manhattan,5 EAST 42ND STREET,NEW YORK,10017,New York,POINT (-73.980059 40.753139)
First National Bank of Long Island,1810 Merrick Avenue,Merrick,11566,Nassau,POINT (-73.556345 40.673862)
Bank of America N.A. GA1-006-15-40,911 Route 112,Port Jefferson Station,11776,Suffolk,POINT (-73.047795 40.925677)
Citibank N. A.,22-16 31st Street,Astoria,11105,Queens,POINT (-73.911151 40.775776)
New York Community Bank,1280 BROADWAY,HEWLETT,11557,Nassau,POINT (-73.701415 40.638264)
"JPMorgan Chase Bank, National Association",1860 Broadway,New York,10023,New York,POINT (-73.982005 40.769918)
"Elmira Savings Bank, FSB",602 W. State Street,Ithaca,14850,Tompkins,POINT (-76.508585 42.43924)
Citibank N. A.,1528 Sheepshead Bay Road,Brooklyn,11235,Kings,POINT (-73.95325 40.587194)
"JPMorgan Chase Bank, National Association",900 First Avenue,New York,10022,New York,POINT (-73.965799 40.754347)
"JPMorgan Chase Bank, National Association",875 Saw Mill River Road,Ardsley,10502,Westchester,POINT (-73.843823 41.019558)
Manufacturers and Traders Trust Company,23 Lake Avenue,Blasdell,14219,Erie,POINT (-78.824756 42.797151)
Citibank N. A.,115 East 23rd Street,New York,10010,New York,POINT (-73.985676 40.739897)
"Bank of Castile, The",2301 West Side Drive,Rochester,14624,Monroe,POINT (-77.798734 43.126874)
Manufacturers and Traders Trust Company,5771 Camp Road,Hamburg,14075,Erie,POINT (-78.835409 42.730172)
Citibank N. A.,217-10 Jamaica Avenue,Queens Village,11428,Queens,POINT (-73.737657 40.717734)
Bank of America N.A. GA1-006-15-40,"189 Ballston Avenue, Route 50",Saratoga,12866,Saratoga,POINT (-73.794216 43.069419)
Trustco Bank N.A. CTF,308 Ushers Road,Ballston Lake,12019,Saratoga,POINT (-73.791267 42.902463)
"JPMorgan Chase Bank, National Association",1 Maggiacomo Lane,Pleasant Valley,12569,Dutchess,POINT (-73.824632 41.743383)
"JPMorgan Chase Bank, National Association",12 Graham Avenue,Brooklyn,11206,Kings,POINT (-73.942207 40.701218)
Pioneer Savings Bank,329 Glenmont Road,Glenmont,12077,Albany,POINT (-73.790364 42.601045)
"Community Bank, N.A.",62 Main Street,Cooperstown,13326,Otsego,POINT (-74.923763 42.700355)
"Capital One, N.A.",420 Court Street,Brooklyn,11231,Kings,POINT (-73.997196 40.679699)
TD Bank N.A.,61 Route 59,Suffern,10901,Rockland,POINT (-74.129304 41.112562)
"JPMorgan Chase Bank, National Association",Sunrise Mall 6 Carmans Road,Massapequa,11758,Nassau,
"JPMorgan Chase Bank, National Association",180 Canal Street,New York,10013,New York,POINT (-73.997547 40.71669)
"JPMorgan Chase Bank, National Association",80 Broadway,Greenlawn,11740,Suffolk,POINT (-73.364772 40.868267)
Santander Bank,841 Broadway,New York,10003,New York,POINT (-73.990861 40.734361)
Manufacturers and Traders Trust Company,2199 Seneca Street,Buffalo,14210,Erie,POINT (-78.806727 42.852774)
Manufacturers and Traders Trust Company,80 North Main Street,Ellenville,12428,Ulster,POINT (-74.394412 41.718158)
Citizens Bank,6708 Route 9,Rhinebeck,12572,Dutchess,POINT (-73.902452 41.94618)
Manufacturers and Traders Trust Company,195 Front Street,Owego,13827,Tioga,POINT (-76.260452 42.102538)
"Key Bank, National Association",313 Main Street,Eastchester,10709,Westchester,POINT (-73.815428 40.953634)
"JPMorgan Chase Bank, National Association",401 Flatbush Avenue,Brooklyn,11238,Kings,POINT (-73.971389 40.675702)
"Community Bank, N.A.",132 Main St.,Morris,13808,Otsego,POINT (-75.245313 42.548656)
TD Bank N.A.,200 Hofstra University,Hempstead,11549,Nassau,POINT (-73.600411 40.717545)
Tompkins Trust Company,6872 E Genesee St,Fayetteville,13066,Onondaga,POINT (-76.045507 43.028423)
"Key Bank, National Association",5387 Main Street,Windham,12496,Greene,
Bank of Holland,Route 78,Java Village,14083,Wyoming,
Citizens Bank,273 Wall Street,Kingston,12401,Ulster,POINT (-74.019436 41.932951)
"Community Bank, N.A.",1281 North Main Street,Jamestown,14701,Chautauqua,POINT (-79.240862 42.116444)
"HSBC Bank USA, National Association",518 FASHION AVENUE,NEW YORK,10018,New York,POINT (-73.988716 40.753582)
Northwest Savings Bank,1 West Third Street,Jamestown,14701,Chautauqua,POINT (-79.241494 42.096335)
"NBT Bank, National Association",State Route 86,Wilmington,12997,Essex,
Catskill Hudson Bank,120 Kirk Road,Narrowsburg,12764,Sullivan,POINT (-75.056548 41.612051)
Bank of America N.A. GA1-006-15-40,4701 13th Avenue,Brooklyn,11219,Kings,POINT (-73.991038 40.636073)
"JPMorgan Chase Bank, National Association",1536 Westchester,Bronx,10472,Bronx,POINT (-73.87843 40.828639)
Mid-Hudson Valley Federal Credit Union,6567 Springbrook Avenue,Rhinebeck,12572,Dutchess,POINT (-73.909321 41.93723)
Teachers Federal Credit Union,301 Independence Plaza,Selden,11784,Suffolk,POINT (-73.051877 40.86356)
TD Bank N.A.,2266 Cropsey Avenue,Brooklyn,11214,Kings,POINT (-73.998053 40.59674)
First National Bank of Long Island,209 Glen Head Road,Glen Head,11545,Nassau,POINT (-73.620364 40.835777)
"Berkshire Bank (Pittsfield, MA)",50-52 Main Street,Chatham,12037,Columbia,POINT (-73.595568 42.363139)
"Community Bank, N.A.",201 Bath Plaza,Bath,14810,Steuben,POINT (-77.33235 42.338705)
TD Bank N.A.,482-484 Bergen Street,Brooklyn,11217,Kings,POINT (-73.975313 40.680839)
Citizens Bank,2000 Monroe Avenue,Rochester,14618,Monroe,POINT (-77.563672 43.125616)
ServU Federal Credit Union,77 Victory Highway,Painted Post,14870,Steuben,POINT (-77.100524 42.169168)
Bank of America N.A. GA1-006-15-40,882 First Avenue,New York,10022,New York,POINT (-73.966334 40.753617)
"JPMorgan Chase Bank, National Association",819 Grand,Brooklyn,11211,Kings,POINT (-73.940496 40.712001)
"Key Bank, National Association",25 Main Street,Hamburg,14075,Erie,POINT (-78.83046 42.715909)
Northfield Bank,4602 13TH AVENUE,BROOKLYN,11219,Kings,POINT (-73.99046 40.636628)
School Employees of CNY Federal Credit Union,800 S. State Street,Syracuse,13203,Onondaga,POINT (-76.147526 43.044111)
Valley National Bank,207 Brighton Beach Avenue,Brooklyn,11235,Kings,POINT (-73.966732 40.576488)
"Capital One, N.A.",991 Third Avenue,New York,10022,New York,POINT (-73.966507 40.761658)
Carthage FS & LA,313 State Street,Carthage,13619,Jefferson,POINT (-75.608992 43.978398)
"NBT Bank, National Association",8549 Seneca Turnpike,New Hartford,13413,Oneida,POINT (-75.316367 43.07927)
"Community Bank, N.A.",4116 Center Street,Lyons Falls,13368,Lewis,POINT (-75.363455 43.619711)
New York Community Bank,8110-8112 5TH AVENUE,BROOKLYN,11209,Kings,POINT (-74.024523 40.62486)
First Central Savings Bank,72-76 Main Street,Flushing,11367,Queens,POINT (-73.821032 40.724867)
"Key Bank, National Association",3980 Sheridan Drive,Amherst,14226,Erie,POINT (-78.786653 42.978825)
CTBC Bank Corp. (USA),54-18 8th Avenue,Brooklyn,11220,Kings,POINT (-74.006429 40.638496)
Teachers Federal Credit Union,176 Old Country Road,Riverhead,11901,Suffolk,POINT (-72.651084 40.936589)
Santander Bank,2700 Hylan Boulevard,Staten Island,10306,Richmond,POINT (-74.11387 40.566292)
"JPMorgan Chase Bank, National Association",7407 Eliot Avenue,Middle Village,11379,Queens,POINT (-73.885212 40.722219)
Pepsico Employees Federal Credit Union,700 Anderson Hill Road,Purchase,10577,Westchester,POINT (-73.69838 41.038505)
"Capital One, N.A.",60 Cuttermill Road,Great Neck,11021,Nassau,POINT (-73.730986 40.785934)
TD Bank N.A.,800 Broadway,Newburgh,12550,Orange,POINT (-74.045331 41.502484)
"JPMorgan Chase Bank, National Association",130 Main Street,Canandaigua,14424,Ontario,POINT (-77.435937 42.897416)
"Key Bank, National Association",525 Vischer Ferry Road,Clifton Park,12065,Saratoga,POINT (-73.820437 42.868138)
Apple Bank For Savings,2100 Broadway,New York,10023,New York,POINT (-73.981517 40.779836)
Advantage Federal C.U.,100 EXCHANGE BLVD,ROCHESTER,14614,Monroe,POINT (-77.61162 43.153593)
People's United Bank,351 Pantigo Road,East Hampton,11937,Suffolk,POINT (-72.164369 40.9678)
Teachers Federal Credit Union,4250A Jerusalem Avenue,Massapequa,11758,Suffolk,POINT (-73.479217 40.69146)
Adirondack Bank,139 Church Street Extension,Saranac Lake,12983,Franklin,POINT (-74.130295 44.328432)
People's United Bank,1830 Route 112,Coram,11727,Suffolk,POINT (-73.014693 40.891561)
Sterling National Bank of New York,1401 Avenue M,Brooklyn,11230,Kings,POINT (-73.960711 40.617936)
Manufacturers and Traders Trust Company,22 Grant Avenue,Endicott,13760,Broome,POINT (-76.045936 42.103551)
First Central Savings Bank,37-28 Ditmars Boulevard,Astoria,11105,Queens,POINT (-73.907289 40.773721)
Summit Bank,West Genesee & Onondaga Blvd,Camillus,13031,Onondaga,
"NBT Bank, National Association","433 State Street, Suite 130",Schenectady,12305,Schenectady,POINT (-73.941896 42.812851)
Trustco Bank N.A. CTF,118 Quaker Road,Queensbury,12804,Warren,POINT (-73.662976 43.331891)
TD Bank N.A.,224 West 57th Street,New York,10019,New York,POINT (-73.981366 40.766089)
Apple Bank For Savings,74 Hugh J Grant Circle,Bronx,10472,Bronx,POINT (-73.860483 40.832817)
Ballston Spa National Bank,3060 Route 9N,Greenfield Center,12833,Saratoga,POINT (-73.846427 43.126215)
Santander Bank,83-20 Roosevelt Avenue,Jackson Heights,11372,Queens,POINT (-73.882148 40.747821)
Trustco Bank N.A. CTF,235 Church Avenue,Ballston Spa,12020,Saratoga,POINT (-73.852103 42.988963)
Ridgewood Savings Bank,65-01 MYRTLE AVENUE,GLENDALE,11385,Queens,POINT (-73.890154 40.701165)
Wells Fargo ATM,202 MAMARONECK AVENUE,WHITE PLAINS,10602,Westchester,POINT (-73.76469 41.027943)
New York Community Bank,720 GRAND BOULEVARD,DEER PARK,11729,Suffolk,POINT (-73.314877 40.760118)
"JPMorgan Chase Bank, National Association",115 Main Street,Port Washington,11050,Nassau,POINT (-73.690594 40.83042)
"Capital One, N.A.",1295 Second Avenue,New York,10023,New York,POINT (-73.960346 40.766047)
Dime Community Bank,898 Veterans Memorial Highway,Hauppauge,11788,Suffolk,POINT (-73.201697 40.819677)
Alma Bank,21311 Northern Boulevard,Bayside,11361,Queens,POINT (-73.769888 40.760237)
Wallkill Valley FS & LA,23 Wallkill Avenue,Wallkill,12589,Ulster,POINT (-74.183857 41.60535)
"Community Bank, N.A.",13187 State Route 12,Boonville,13309,Oneida,POINT (-75.317823 43.476759)
"JPMorgan Chase Bank, National Association",7 West Main Street,Riverhead,11901,Suffolk,POINT (-72.662791 40.916928)
"JPMorgan Chase Bank, National Association",346-20 Route 25A,Rocky Point,11778,Suffolk,POINT (-72.943962 40.944953)
"Capital One, N.A.",500 Main Street,Center Moriches,11934,Suffolk,POINT (-72.79785 40.800489)
Alco Federal Credit Union,32 Greenwich Street,Belmont,14813,Allegany,POINT (-78.028496 42.225026)
Manufacturers and Traders Trust Company,320 Mamaroneck Avenue,White Plains,10605,Westchester,POINT (-73.763398 41.025027)
Empower Federal Credit Union,3700 West Genesee Street,Syracuse,13219,Onondaga,POINT (-76.23928 43.046867)
Citizens Bank,101 Slade Avenue,West Seneca,14224,Erie,POINT (-78.789198 42.831647)
Carver Federal Savings Bank,1392 Fulton Street,Brooklyn,11216,Kings,POINT (-73.944752 40.680133)
TD Bank N.A.,700 Willis Avenue,Williston,11596,Nassau,POINT (-73.646815 40.763977)
New York Community Bank,110 MERRICK ROAD,AMITYVILLE,11701,Suffolk,POINT (-73.418201 40.671331)
Apple Bank For Savings,318 Albany Avenue,Brooklyn,11213,Kings,POINT (-73.939469 40.668791)
Citibank N. A.,Robbins Lane,Jericho,11753,Nassau,
"JPMorgan Chase Bank, National Association",157 BIRCH HILL RD,LOCUST VALLEY,11560,Nassau,POINT (-73.596939 40.878101)
Northfield Bank,6410 18th Avenue,Brooklyn,11204,Kings,POINT (-73.989802 40.619506)
"JPMorgan Chase Bank, National Association",523 West Montauk Highway,West Babylon,11704,Suffolk,POINT (-73.340739 40.68792)
Bank of America N.A. GA1-006-15-40,150 Broadway,New York,10038,New York,POINT (-74.010384 40.709342)
Evans National Bank,2163 Fairport Nine Mile Road,Fairport,14450,Monroe,POINT (-77.441314 43.126744)
Wayne Bank,3 River Road,Callicoon,12723,Sullivan,POINT (-75.059269 41.766939)
"Key Bank, National Association",57 South Buffalo,Hamburg,14075,Erie,POINT (-78.82951 42.714124)
Bethpage Federal Credit Union,4006 Merrick Road,Seaford,11783,Nassau,POINT (-73.484443 40.666474)
